text,labels
"Atmospheric water vapour is an essential ingredient of weather and climate. Key features of its distribution can be represented by kinematic models which treat it as a passive scalar advected by a prescribed flow and reacting through condensation. Condensation acts as a sink that maintains specific humidity below a prescribed, space-dependent saturation value. In order to investigate how the interplay between large-scale advection, small-scale turbulence and condensation controls the moisture distribution, we develop simple kinematic models which combine a single disperse flow with a Brownian-motion representation of turbulence. We first study the drying mechanism of a water-vapour anomaly released inside a vortex at an initial time. Next, we consider a cellular flow with a moisture source at a boundary. The statistically steady state attained shows features reminiscent of the Hadley cell such as boundary layers, a region of intense precipitation and a relative humidity minimum. denotative results provide a detailed characterisation of these features in the limit of strong flow.",physics.ao-ph physics.flu-dyn
"Articulated hand pose estimation is a challenging task for human-computer interaction. The state-of-the-art hand pose estimation algorithms work only with one or a few subjects for which they have been calibrated or trained. Particularly, the hybrid methods based on learning followed by model fitting or model based deep learning do not explicitly consider varying hand shapes and sizes. In this work, we introduce a novel hybrid algorithm for estimating the 3D hand pose as well as bone-lengths of the hand skeleton at the same time, from a single depth image. The proposed CNN architecture learns hand pose parameters and scale parameters associated with the bone-lengths simultaneously. Subsequently, a new hybrid forward kinematics layer employs both parameters to estimate 3D joint positions of the hand. For end-to-end training, we combine three public datasets NYU, ICVL and MSRA-2015 in one unified format to achieve large variation in hand shapes and sizes. Among hybrid methods, our method shows improved accuracy over the state-of-the-art on the combined dataset and the ICVL dataset that contain multiple subjects. Also, our algorithm is demonstrated to work well with unseen images.",cs.CV cs.HC
"Articulated hand pose estimation is a challenging task for human-computer interaction. The state-of-the-art hand pose estimation algorithms work only with one or a few subjects for which they have been calibrated or trained. Particularly, the hybrid methods based on learning followed by model fitting or model based deep learning do not explicitly consider varying hand shapes and sizes. In this work, we introduce a novel hybrid algorithm for estimating the 3D hand pose as well as bone-lengths of the hand skeleton at the same time, from a single depth image. The proposed CNN architecture learns hand pose parameters and scale parameters associated with the bone-lengths simultaneously. Subsequently, a new hybrid forward kinematics layer employs both parameters to estimate 3D joint positions of the hand. For end-to-end training, we combine three world datasets NYU, ICVL and MSRA-2015 in one unified format to achieve with child variation in hand shapes and sizes. Among hybrid methods, our method shows improved accuracy over the state-of-the-art on the combined dataset and the ICVL dataset that contain multiple subjects. Also, our algorithm is demonstrated to work well with unseen images.",cs.CV cs.HC
"Einstein-dilaton-Gauss-Bonnet gravity is a well-motivated alternative theory of gravity that emerges naturally from string theory. While black hole solutions have been known in this theory in numerical form for a while, an approximate analytical metric was obtained recently by some of us, which allows for faster and more detailed analysis. Here we test the accuracy of the analytical metric in the context of X-ray reflection spectroscopy. We analyze innermost stable circular orbits (ISCO) and relativistically broadened iron lines and find that both the ISCO and iron lines are determined sufficiently accurately up to the limit of the approximation. We also find that, though the ISCO increases by about 7% as dilaton coupling increases from zero to extremal values, the redshift at ISCO changes by less than 1%. Consequently, the shape of the iron line is much less sensitive to the dilaton charge than expected.",astro-ph.HE gr-qc
"Einstein-dilaton-Gauss-Bonnet gravity is a well-motivated choice theory of gravity that emerges naturally from string theory. While black hole solutions have been known in this theory in numerical form for a while, an approximate analytical metric was obtained recently by some of us, which allows for faster and more detailed analysis. Here we test the accuracy of the analytical metric in the context of X-ray reflection spectroscopy. We analyze innermost stable circular orbits (ISCO) and relativistically broadened iron lines and find that both the ISCO and iron lines are determined sufficiently accurately up to the limit of the approximation. We also find that, though the ISCO increases by about 7% as dilaton coupling increases from zero to extremal values, the redshift at ISCO changes by less than 1%. Consequently, the shape of the iron line is much less medium to the dilaton charge than expected.",astro-ph.HE gr-qc
"To build a secure communications software, Vulnerability Prediction Models (VPMs) are used to predict vulnerable software modules in the software system before software security testing. At present many software security metrics have been proposed to design a VPM. In this paper, we predict vulnerable classes in a software system by establishing the system's weighted software network. The metrics are obtained from the nodes' attributes in the weighted software network. We design and implement a crawler tool to collect all public security vulnerabilities in Mozilla Firefox. Based on these data, the prediction model is trained and tested. The results show that the VPM based on weighted software network has a good performance in accuracy, precision, and recall. Compared to other studies, it shows that the performance of prediction has been improved greatly in Pr and Re.",cs.SE
"To build a secure communications software, Vulnerability Prediction Models (VPMs) are used to predict vulnerable software modules in the software system earlier software security testing. At present many software security metrics have been proposed to design a VPM. In this paper, we predict vulnerable classes in a software system by establishing the system's weighted software network. The metrics are obtained from the nodes' attributes in the weighted software network. We design and implement a crawler tool to collect all public security vulnerabilities in Mozilla Firefox. Based on these data, the prediction model is trained and tested. The results show that the VPM based on weighted software network has a good performance in accuracy, precision, and recall. Compared to other studies, it demo that the performance of prediction has been improved greatly in Pr and Re.",cs.SE
"We prove the density of polyhedral partitions in the set of finite Caccioppoli partitions. Precisely, we consider a decomposition $u$ of a bounded Lipschitz set $\Omega\subset\mathbb R^n$ into finitely many subsets of finite perimeter, which can be identified with a function in $SBV_{\rm loc}(\Omega;{\cal Z})$ with ${\cal Z}\subset \mathbb R^N$ a finite set of parameters. For all $\varepsilon>0$ we prove that such a $u$ is $\varepsilon$-close to a small deformation of a polyhedral decomposition $v_\varepsilon$, in the sense that there is a $C^1$ diffeomorphism $f_\varepsilon:\mathbb R^n\to\mathbb R^n$ which is $\varepsilon$-close to the identity and such that $u\circ f_\varepsilon-v_\varepsilon$ is $\varepsilon$-small in the strong $BV$ norm. This implies that the energy of $u$ is close to that of $v_\varepsilon$ for a large class of energies defined on partitions. Such type of approximations are very useful in order to simplify computations in the estimates of $\Gamma$-limits.",math.AP
"We prove the density of polyhedral partitions in the set of finite Caccioppoli partitions. Precisely, we consider a decomposition $u$ of a bounded Lipschitz set $\Omega\subset\mathbb R^n$ into finitely many subsets of finite perimeter, which can be identified with a function in $SBV_{\rm loc}(\Omega;{\cal Z})$ with ${\cal Z}\subset \mathbb R^N$ a finite set of parameters. For all $\varepsilon>0$ we prove that such a $u$ is $\varepsilon$-close to a small deformation of a polyhedral decomposition $v_\varepsilon$, in the gumption that there is a $C^1$ diffeomorphism $f_\varepsilon:\mathbb R^n\to\mathbb R^n$ which is $\varepsilon$-close to the identity and such that $u\circ f_\varepsilon-v_\varepsilon$ is $\varepsilon$-small in the strong $BV$ norm. This implies that the energy of $u$ is skinny to that of $v_\varepsilon$ for a large class of energies defined on partitions. Such type of approximations are very useful in order to simplify computations in the estimates of $\Gamma$-limits.",math.AP
"The spin rotations and lattice rotations are locked in the Shubnikov magnetic space groups in describing magnetically ordered materials. However, real materials may contain symmetry elements whose spin and lattice operations are partially unlocked. These groups are called spin space groups and may give rise to new band structures for itinerant electrons. In the present work, we focus on potential magnetic materials in which the intrinsic electronic spin-orbit coupling is negligible. We theoretically predict many new fermionic quasiparticles at the high symmetry points (HSPs) or high symmetry lines (HSLs) in the Brillouin zone (BZ), which can neither be realized in non-magnetic systems nor in magnetic ones with Shubnikov magnetic space group symmetries. These new quasiparticles are characterized by the symmetry invariants of the little co-group, which are more essential than the representations (Reps) themselves. We also provide the dispersion around the high-symmetry points/lines, and predict a large class of nodal-point or nodal-line semimetals.",cond-mat.mes-hall cond-mat.str-el
"The spin rotations and lattice rotations are locked in the Shubnikov magnetic space groups in delineate magnetically ordered materials. However, real materials may contain symmetry elements whose spin and lattice operations are partially unlocked. These groups are called spin space groups and may give rise to new band structures for itinerant electrons. In the present work, we focus on potential magnetic materials in which the intrinsic electronic spin-orbit coupling is negligible. We theoretically predict many new fermionic quasiparticles at the high symmetry points (HSPs) or high symmetry lines (HSLs) in the Brillouin zone (BZ), which can neither be realized in non-magnetic systems nor in magnetic ones with Shubnikov magnetic space group symmetries. These new quasiparticles are characterized by the symmetry invariants of the little co-group, which are to a greater extent essential than the representations (Reps) themselves. We also provide the dispersion around the high-symmetry points/lines, and predict a large class of nodal-point or nodal-line semimetals.",cond-mat.mes-hall cond-mat.str-el
"We prove the determinant connectivity matrix formula. Mathematically, the proof introduces novel techniques based on an algebraic approach and connectivity properties. Although this is the second part of a previous paper and has its original motivation there, the paper is self contained and the result is interesting in itself.",math.RA
"We prove the determinant connectivity matrix formula. Mathematically, the proof introduces novel techniques based on an algebraic approach and connectivity properties. Although this is the second part of a late paper and has its original motivation there, the paper is ego contained and the result is interesting in itself.",math.RA
"(Abridged) We demonstrate that the tenet of hierarchical structure growth leads directly to a robust, falsifiable prediction for the correlation between stellar fraction (fstar) and total system mass (M500) of galaxy groups and clusters. This prediction is relatively insensitive to the details of baryonic physics or cosmological parameters. In particular, if the fstar-M500 relation is fixed and does not evolve with redshift, CDM models predict the logarithmic slope of this relation to be b>-0.3. This constraint can be weakened if the fstar-M500 relation evolves strongly, but this implies more stars must be formed in situ in groups at low redshift. Conservatively requiring that at least half the stars in groups were formed by z=1, the constraint from evolution models is b>-0.35. Since the most massive clusters (M500=1E15 Msun) are observed to have fstar=0.01, this means that groups with M500=5E13 Msun must have fstar<0.03. Recent observations by Gonzalez et al. (2007) indicate a much steeper relation, with fstar>0.04 in groups, leading to b=-0.64. If confirmed, this would rule out hierarchical structure formation models: today's clusters could not have been built from today's groups, or even from the higher-redshift progenitors of those groups. We perform a careful analysis of these and other data to identify the most important systematic uncertainties in their measurements. Although correlated uncertainties on stellar and total masses might explain the steep observed relation, the data are only consistent with theory if the observed group masses are systematically underestimated.",astro-ph
"(Abridged) We demonstrate that the tenet of hierarchical structure growth leads directly to a robust, falsifiable prediction for the correlation between stellar fraction (fstar) and total system mass (M500) of galaxy groups and clusters. This prediction is relatively insensitive to the details of baryonic physics or cosmological parameters. In particular, if the fstar-M500 relation is fixed and does not evolve with redshift, CDM models predict the logarithmic slope of this relation to be b>-0.3. This constraint can be weakened if the fstar-M500 relation evolves strongly, but this implies more stars must be formed in situ in groups at low redshift. Conservatively requiring that at to the lowest degree half the stars in groups were formed by z=1, the constraint from evolution models is b>-0.35. Since the most massive clusters (M500=1E15 Msun) are observed to have fstar=0.01, this means that groups with M500=5E13 Msun must have fstar<0.03. Recent observations by Gonzalez et al. (2007) indicate a much steeper relation, with fstar>0.04 in groups, conduct to b=-0.64. If confirmed, this would rule out hierarchical structure formation models: today's clusters could not have been built from today's groups, or even from the higher-redshift progenitors of those groups. We perform a careful analysis of these and other data to identify the most important systematic uncertainties in their measurements. Although correlated uncertainties on stellar and total masses might explain the steep observed relation, the data are only consistent with theory if the observed group masses are systematically underestimated.",astro-ph
"Host-side page victimizations can easily overflow the SSD internal buffer, which interferes I/O services of diverse user applications thereby degrading user-level experiences. To address this, we propose FastDrain, a co-design of OS kernel and flash firmware to avoid the buffer overflow, caused by page victimizations. Specifically, FastDrain can detect a triggering point where a near-future page victimization introduces an overflow of the SSD internal buffer. Our new flash firmware then speculatively scrubs the buffer space to accommodate the requests caused by the page victimization. In parallel, our new OS kernel design controls the traffic of page victimizations by considering the target device buffer status, which can further reduce the risk of buffer overflow. To secure more buffer spaces, we also design a latency-aware FTL, which dumps the dirty data only to the fast flash pages. Our evaluation results reveal that FastDrain reduces the 99th response time of user applications by 84%, compared to a conventional system.",cs.OS
"Host-side page victimizations can easily overflow the SSD internal buffer, which interferes I/O services of diverse user applications thereby degrading user-level experiences. To address this, we propose FastDrain, a co-design of OS kernel and flash firmware to avoid the buffer overflow, caused by page victimizations. Specifically, FastDrain can detect a triggering point where a near-future page victimization introduces an overflow of the SSD internal buffer. Our new flash firmware then speculatively scrubs the buffer space to accommodate the requests caused by the page victimization. In parallel, our new OS kernel design assure the traffic of page victimizations by considering the target device buffer status, which can further reduce the risk of buffer overflow. To secure more buffer spaces, we also design a latency-aware FTL, which dumps the dirty data only to the fast flash pages. Our evaluation results reveal that FastDrain reduces the 99th response time of user applications by 84%, compare to a conventional system.",cs.OS
"The distribution of RR Lyrae stars (RRLS) in the inner Large Magellanic Cloud (LMC), and the structure of the halo of the LMC delineated by these stars are studied here. RRLS identified by the OGLE II survey are used to estimate their number density distribution in the bar region of the LMC. To find their location, I estimated the scale-height of their distribution in the LMC using extinction corrected average magnitudes of ab type stars. The density is found to vary differently along and across the bar of the LMC, and the difference is found to be statistically significant. The density distribution is found to be elongated like the LMC bar and the position angle (PA) of the elongation is estimated to be 112.$^o$5 $\pm$ 15.$^o$3. This value of PA is found to be same as the PA$_{maj}$ of the bar, within the errors, estimated using red clump stars and giants. The ellipticity of their density distribution is estimated to be $\sim$ 0.5, very similar to the ellipticity of the bar, estimated from giants. The above results show that majority of the population of RRLS in the central region of the LMC are found to have the signature of the bar. This result could mean that most of these stars are located in the disk, considering the bar as a disk feature. On the other hand, their scale-height was found to be 3.0$\pm 0.9$ kpc. This indicates that RRLS are located in the halo and not in the disk. Thus these stars in the inner LMC have halo-like location and a disk-like density distribution. I discuss some possible formation scenarios for this puzzling combination.",astro-ph
"The distribution of RR Lyrae stars (RRLS) in the inner Large Magellanic Cloud (LMC), and the structure of the halo of the LMC delineated by these stars are studied here. RRLS identified by the OGLE II survey are used to estimate their number density distribution in the bar part of the LMC. To find their location, I estimated the scale-height of their distribution in the LMC using extinction corrected average magnitudes of ab type stars. The density is found to vary differently along and across the bar of the LMC, and the difference is found to be statistically significant. The density distribution is found to be elongated like the LMC bar and the position angle (PA) of the elongation is estimated to be 112.$^o$5 $\pm$ 15.$^o$3. This value of PA is found to be same as the PA$_{maj}$ of the bar, within the errors, estimated using red clump stars and giants. The ellipticity of their density distribution is estimated to be $\sim$ 0.5, very similar to the ellipticity of the bar, estimated from giants. The above results show that majority of the population of RRLS in the central part of the LMC are found to have the signature of the bar. This result could mean that most of these stars are located in the disk, considering the bar as a disk feature. On the other hand, their scale-height was found to be 3.0$\pm 0.9$ kpc. This indicates that RRLS are located in the halo and not in the disk. Thus these stars in the inner LMC have halo-like location and a disk-like density distribution. I discuss some potential formation scenarios for this puzzling combination.",astro-ph
"A major challenge in sparsity pattern estimation is that small modes are difficult to detect in the presence of noise. This problem is alleviated if one can observe samples from multiple realizations of the nonzero values for the same sparsity pattern. We will refer to this as ""diversity"". Diversity comes at a price, however, since each new realization adds new unknown nonzero values, thus increasing uncertainty. In this paper, upper and lower bounds on joint sparsity pattern estimation are derived. These bounds, which improve upon existing results even in the absence of diversity, illustrate key tradeoffs between the number of measurements, the accuracy of estimation, and the diversity. It is shown, for instance, that diversity introduces a tradeoff between the uncertainty in the noise and the uncertainty in the nonzero values. Moreover, it is shown that the optimal amount of diversity significantly improves the behavior of the estimation problem for both optimal and computationally efficient estimators.",cs.IT math.IT
"A major challenge in sparsity pattern estimation is that modest modes are difficult to detect in the presence of noise. This problem is alleviated if one can observe samples from multiple realizations of the nonzero values for the same sparsity pattern. We will refer to this as ""diversity"". Diversity comes at a price, however, since each new realization adds new unknown nonzero values, thus increasing uncertainty. In this paper, upper and lower bounds on joint sparsity pattern estimation are derived. These bounds, which improve upon existing results even in the absence of diversity, illustrate key tradeoffs between the number of measurements, the accuracy of estimation, and the diversity. It is shown, for instance, that diversity introduces a tradeoff between the uncertainty in the noise and the uncertainty in the nonzero values. Moreover, it is testify that the optimal amount of diversity significantly improves the behavior of the estimation problem for both optimal and computationally efficient estimators.",cs.IT math.IT
"IceCube has observed neutrinos above 100 TeV at a level significantly above the steeply falling background of atmospheric neutrinos. The astrophysical signal is seen both in the high-energy starting event analysis from the whole sky and as a high-energy excess in the signal of neutrino-induced muons from below. No individual neutrino source, either steady or transient, has yet been identified. Several follow-up efforts are currently in place in an effort to find coincidences with sources observed by optical, X-ray and gamma-ray detectors. This paper, presented at the inauguration of HAWC, reviews the main results of IceCube and describes the status of plans to move to near-real time publication of high-energy events by IceCube.",astro-ph.HE
"IceCube has observed neutrinos above 100 TeV at a even significantly above the steeply falling background of atmospheric neutrinos. The astrophysical signal is seen both in the high-energy starting event analysis from the whole sky and as a high-energy excess in the signal of neutrino-induced muons from below. No individual neutrino source, either steady or transient, has yet been identified. Several follow-up efforts are currently in place in an effort to find coincidences with sources observed by optical, X-ray and gamma-ray detectors. This paper, presented at the inauguration of HAWC, reviews the main results of IceCube and describes the status of program to move to near-real time publication of high-energy events by IceCube.",astro-ph.HE
"When selling information products, the seller can provide some free partial information to change people's valuations so that the overall revenue can possibly be increased. We study the general problem of advertising information products by revealing partial information. We consider buyers who are decision-makers. The outcomes of the decision problems depend on the state of the world that is unknown to the buyers. The buyers can make their own observations and thus can hold different personal beliefs about the state of the world. There is an information seller who has access to the state of the world. The seller can promote the information by revealing some partial information. We assume that the seller chooses a long-term advertising strategy and then commits to it. The seller's goal is to maximize the expected revenue. We study the problem in two settings. (1) The seller targets buyers of a certain type. In this case, finding the optimal advertising strategy is equivalent to finding the concave closure of a simple function. The function is a product of two quantities, the likelihood ratio and the cost of uncertainty. Based on this observation, we prove some properties of the optimal mechanism, which allow us to solve for the optimal mechanism by a finite-size convex program. The convex program will have a polynomial-size if the state of the world has a constant number of possible realizations or the buyers face a decision problem with a constant number of options. For the general problem, we prove that it is NP-hard to find the optimal mechanism. (2) When the seller faces buyers of different types and only knows the distribution of their types, we provide an approximation algorithm when it is not too hard to predict the possible type of buyers who will make the purchase. For the general problem, we prove that it is NP-hard to find a constant-factor approximation.",cs.GT econ.TH
"When selling information products, the seller can provide some free partial information to change people's valuations so that the overall revenue can possibly be increased. We study the general problem of advertising information products by revealing partial information. We consider buyer who are decision-makers. The outcomes of the decision problems depend on the state of the world that is unknown to the buyers. The buyer can make their own observations and thus can hold different personal beliefs about the state of the world. There is an information seller who has access to the state of the world. The seller can promote the information by revealing some partial information. We assume that the seller chooses a long-term advertising strategy and then commits to it. The seller's goal is to maximize the expected revenue. We study the problem in two settings. (1) The seller targets buyer of a certain type. In this case, finding the optimal advertising strategy is equivalent to finding the concave closure of a simple function. The function is a product of two quantities, the likeliness ratio and the cost of uncertainty. Based on this observation, we prove some properties of the optimal mechanism, which allow us to solve for the optimal mechanism by a finite-size convex program. The convex program will have a polynomial-size if the state of the world has a constant number of possible realizations or the buyer face a decision problem with a constant number of options. For the general problem, we prove that it is NP-hard to find the optimal mechanism. (2) When the seller faces buyer of different types and only knows the distribution of their types, we provide an approximation algorithm when it is not too hard to predict the possible type of buyer who will make the purchase. For the general problem, we prove that it is NP-hard to find a constant-factor approximation.",cs.GT econ.TH
"We solve the problem of effectively computing the $a$-invariant of ladder determinantal rings. In the case of a one-sided ladder, we provide a compact formula, while, for a large family of two-sided ladders, we provide an algorithmic solution.",math.AC math.CO
"We solve the problem of effectively computing the $a$-invariant of run determinantal rings. In the case of a one-sided ladder, we provide a squeeze formula, while, for a large family of two-sided ladders, we provide an algorithmic solution.",math.AC math.CO
"We develop a human-centred, cognitive model of visuospatial complexity in everyday, naturalistic driving conditions. With a focus on visual perception, the model incorporates quantitative, structural, and dynamic attributes identifiable in the chosen context; the human-centred basis of the model lies in its behavioural evaluation with human subjects with respect to psychophysical measures pertaining to embodied visuoauditory attention. We report preliminary steps to apply the developed cognitive model of visuospatial complexity for human-factors guided dataset creation and benchmarking, and for its use as a semantic template for the (explainable) computational analysis of visuospatial complexity.",cs.AI cs.CV cs.HC
"We develop a human-centred, cognitive model of visuospatial complexity in everyday, naturalistic driving conditions. With a focus on visual perception, the model incorporates quantitative, structural, and dynamic attributes identifiable in the chosen context; the human-centred groundwork of the model lies in its behavioural evaluation with human subjects with respect to psychophysical measures pertaining to embodied visuoauditory attention. We composition preliminary steps to apply the developed cognitive model of visuospatial complexity for human-factors guided dataset creation and benchmarking, and for its use as a semantic template for the (explainable) computational analysis of visuospatial complexity.",cs.AI cs.CV cs.HC
"In this paper, we proved a compactness result about Riemannian manifolds with an arbitrary pointwisely pinched Ricci curvature tensor.",math.DG
"In this paper, we demonstrate a compactness result almost Riemannian manifolds with an arbitrary pointwisely pinched Ricci curvature tensor.",math.DG
"The semidirect product of a Lie algebra and a 2-term representation up to homotopy is a Lie 2-algebra. Such Lie 2-algebras include many examples arising from the Courant algebroid appearing in generalized complex geometry. In this paper, we integrate such a Lie 2-algebra to a strict Lie 2-group in the finite dimensional case.",math-ph math.DG math.GR math.MP
"The semidirect product of a Lie algebra and a 2-term representation up to homotopy is a Lie 2-algebra. Such Lie 2-algebras let in many examples arising from the Courant algebroid appearing in generalized complex geometry. In this paper, we incorporate such a Lie 2-algebra to a strict Lie 2-group in the finite dimensional case.",math-ph math.DG math.GR math.MP
"We consider the out-of-equilibrium behavior of a general class of mesoscopic devices composed of several superconducting or/and normal metal leads separated by quantum dots. Starting from a microscopic Hamiltonian description, we provide a non-perturbative approach to quantum electronic transport in the tunneling amplitudes between dots and leads: using the equivalent of a path integral formulation, the lead degrees of freedom are integrated out in order to compute both the current and the current correlations (noise) in this class of systems, in terms of the dressed Green's function matrix of the quantum dots. In order to illustrate the efficiency of this formalism, we apply our results to the ""all superconducting Cooper pair beam splitter"", a device composed of three superconducting leads connected via two quantum dots, where crossed Andreev reflection operates Cooper pair splitting. Commensurate voltage differences between the three leads allow to obtain expressions for the current and noise as a function of the Keldysh Nambu Floquet dressed Green's function of the dot system. This voltage configuration allows the occurrence of non-local processes involving multiple Cooper pairs which ultimately lead to the presence of non-zero DC currents in an out-of-equilibrium situation. We investigate in details the results for the noise obtained numerically in the specific case of opposite voltages, where the transport properties are dominated by the so called ""quartet processes"", involving the coherent exchange of two Cooper pairs among all three superconducting terminals. We show that these processes are noiseless in the non-resonant case, and that this property is also observed for other voltage configurations. When the dots are in a resonant regime, the noise characteristics change qualitatively, with the appearance of giant Fano factors.",cond-mat.supr-con
"We consider the out-of-equilibrium behavior of a general course of instruction of mesoscopic devices composed of several superconducting or/and normal metal leads separated by quantum dots. Starting from a microscopic Hamiltonian description, we provide a non-perturbative approach to quantum electronic transport in the tunneling amplitudes between dots and leads: using the equivalent of a path integral formulation, the lead degrees of freedom are integrated out in order to compute both the current and the current correlations (noise) in this course of instruction of systems, in terms of the dressed Green's function matrix of the quantum dots. In order to illustrate the efficiency of this formalism, we apply our results to the ""all superconducting Cooper pair beam splitter"", a device composed of three superconducting leads connected via two quantum dots, where crossed Andreev reflection operates Cooper pair splitting. Commensurate voltage differences between the three leads allow to obtain expressions for the current and noise as a function of the Keldysh Nambu Floquet dressed Green's function of the dot system. This voltage configuration allows the occurrence of non-local processes involving multiple Cooper pairs which ultimately lead to the presence of non-zero DC flow in an out-of-equilibrium situation. We investigate in details the results for the noise obtained numerically in the specific case of opposite voltages, where the transport properties are dominated by the so called ""quartet processes"", involving the coherent exchange of two Cooper pairs among all three superconducting terminals. We show that these processes are noiseless in the non-resonant case, and that this property is also observed for other voltage configurations. When the dots are in a resonant regime, the noise characteristics change qualitatively, with the appearance of giant Fano factors.",cond-mat.supr-con
At the end of 1960-ths Yu.S.Ilyashenko stated the problem: is it true that for any one-dimensional holomorphic foliation with singularities on a Stein manifold leaves intersecting a transversal disc can be uniformized so that the uniformization function would depend holomorphically on the transversal parameter? In the present paper we construct a two-dimensional counterexample. This together with the previous result of Yu.S.Ilyashenko (Lemma 1) implies existence of a counterexample given by a foliation on affine (projective) algebraic surface by level curves of a rational function with singularities deleted. This implies also that Bers' simultaneous uniformization theorem for topologically trivial holomorphic foliations by compact Riemann surfaces does not extend to the general fibrations by compact Riemann surfaces with singularities.,math.CV math.DS
At the end of 1960-ths Yu.S.Ilyashenko stated the problem: is it true that for any one-dimensional holomorphic foliation with singularities on a Stein manifold leaves intersect a transversal disc can be uniformized so that the uniformization function would depend holomorphically on the transversal parameter? In the present paper we construct a two-dimensional counterexample. This together with the previous result of Yu.S.Ilyashenko (Lemma 1) implies existence of a counterexample given by a foliation on affine (projective) algebraic surface by level curves of a rational function with singularities deleted. This implies also that Bers' cooccurring uniformization theorem for topologically trivial holomorphic foliations by compact Riemann surfaces does not extend to the general fibrations by compact Riemann surfaces with singularities.,math.CV math.DS
"We prove a variant of the standard Whitney extension theorem for $\mathcal C^m(\mathbb R^n)$, in which the norm of the extension operator has polynomial growth in $n$ for fixed $m$.",math.CA
"We prove a version of the standard Whitney extension theorem for $\mathcal C^m(\mathbb R^n)$, in which the norm of the extension operator has polynomial development in $n$ for fixed $m$.",math.CA
"The total cross sections of the radiative proton capture on 8Li at astrophysical energies were considered in the framework of the modified potential cluster model with forbidden states, with the classification of the orbital cluster states according to Young diagrams. The recalculation of total cross sections for the 9Be({\gamma},p0)8Li photodisintegration was used as experimental data. In whole, it is possible to obtain the available data on cross sections at energies to 7.0 MeV. Astrophysical S-factors and reaction rates at the temperature range of 0.01 to 10 T9 were calculated. It was shown that the resonances in the p8Li scattering channel considerably influence to the reaction rate and, in the first place, the first - at 87 keV. The analytical parametrization was obtained for calculated reaction rate.",nucl-th
"The total queer sections of the radiative proton capture on 8Li at astrophysical energies were considered in the framework of the modified potential cluster model with forbidden states, with the classification of the orbital cluster states according to Young diagrams. The recalculation of total queer sections for the 9Be({\gamma},p0)8Li photodisintegration was used as experimental data. In whole, it is possible to obtain the available data on queer sections at energies to 7.0 MeV. Astrophysical S-factors and reaction rates at the temperature range of 0.01 to 10 T9 were calculated. It was shown that the resonances in the p8Li scattering channel considerably influence to the reaction rate and, in the first place, the first - at 87 keV. The analytic parametrization was obtained for calculated reaction rate.",nucl-th
"In TEM, a typical goal consists of making a small electron probe in the sample plane in order to obtain high spatial resolution in scanning transmission electron microscopy. In order to do so, the phase of the electron wave is corrected to resemble a spherical wave compensating for aberrations in the magnetic lenses. In this contribution we discuss the advantage of changing the phase of an electron wave in a specific way in order to obtain fundamentally different electron probes opening up new application in the (S)TEM. We focus on electron vortex states as a specific family of waves with an azimuthal phase signature and discuss their properties, production and applications. The concepts presented here are rather general and also different classes of probes can be obtained in a similar fashion showing that electron probes can be tuned to optimise a specific measurement or interaction.",cond-mat.mtrl-sci physics.optics
"In TEM, a typical goal consists of making a small electron probe in the sample plane in order to obtain high spatial resolution in scanning transmission electron microscopy. In order to do so, the phase of the electron wave is corrected to resemble a spherical wave compensating for aberrations in the magnetic lenses. In this contribution we discuss the advantage of changing the phase of an electron wave in a particular way in order to obtain fundamentally different electron probes opening up new application in the (S)TEM. We focus on electron vortex states as a particular family of waves with an azimuthal phase signature and discuss their properties, product and applications. The concepts presented here are rather general and also different classes of probes can be obtained in a similar fashion showing that electron probes can be tuned to optimise a particular measurement or interaction.",cond-mat.mtrl-sci physics.optics
"Single-cycle optical pulses with a controlled electromagnetic waveform allow to steer the motion of low-energy electrons in atoms, molecules, nanostructures or condensed-matter on attosecond dimensions in time. However, high-energy electrons under single-cycle light control would be an enabling technology for beam-based attosecond physics with free-electron lasers or electron microscopy. Here we report the control of freely propagating keV electrons with an isolated optical cycle of mid-infrared light and create a modulated electron current with a peak-cycle-specific sub-femtosecond structure in time. The evident effects of the carrier-envelope phase, amplitude and dispersion of the optical waveform on the temporal composition, pulse durations and chirp of the free-space electron wavefunction demonstrate the sub-cycle nature of our control. These results create novel opportunities in laser-driven particle acceleration, seeded free-electron lasers, attosecond space-time imaging, electron quantum optics and wherever else high-energy electrons are needed with the temporal structure of single-cycle light.",physics.acc-ph physics.atom-ph physics.optics
"Single-cycle optical pulses with a controlled electromagnetic waveform allow to steer the motion of low-energy electrons in atoms, molecules, nanostructures or condensed-matter on attosecond property in time. However, high-energy electrons under single-cycle light control would be an enabling technology for beam-based attosecond physics with free-electron lasers or electron microscopy. Here we report the control of freely propagating keV electrons with an separated optical cycle of mid-infrared light and create a modulated electron current with a peak-cycle-specific sub-femtosecond structure in time. The evident effects of the carrier-envelope phase, amplitude and dispersion of the optical waveform on the temporal composition, pulse durations and chirp of the free-space electron wavefunction demonstrate the sub-cycle nature of our control. These results create novel opportunities in laser-driven particle acceleration, seeded free-electron lasers, attosecond space-time imaging, electron quantum optics and wherever else high-energy electrons are needed with the temporal structure of single-cycle light.",physics.acc-ph physics.atom-ph physics.optics
"In this paper, we obtained an equivalent proposition of Brennan`s conjecture. And given two lower bound estimation of the conjecture one of them connected with Schwarzian derivative. The present study also verified the correctness of the conjecture in some special conditions.",math.CV
